,igsn,traintext,iSampleMaterial
3519,GRO001116,GRO | 10FRA16 - Susp Sed | | collection: PES membrane filtered. 0.22 micron pore size | Suspended Sediment | sediment rinsed from filter and freeze dried | Riverfront Trail Park | Quesnel River,9
9687,ODP01TV0B,"ODP | Sample 108-661B-3H-6 (66-68 cm.) | Individual Sample | Janus sample_id: 119771 | ODP Leg 108 | platform: Ship, Joides Resolution",11
4702,ODP013O19,"ODP | Section 33-317B-13R-2 | Core Section | DSDP Leg 33 | platform: Ship, Glomar Challenger",11
7003,PRR022891,PRR-22891 | | Rock>Igneous | 40cm of pinkish tuff with greenish clasts on 1cm scale.  Sandstone with sparse_ shard like forms. | Mt. Fazio | Tuff,10
9245,NHB001UYB,NHB | NMNH B1288-00 (MIN) | | Mineral>Sphalerite  |  Penter Ziegelei_ Pente_ Bramsche | Sphalerite with quartz and chalcopyrite,5
6832,ODP01BERE,"ODP | SubSection 119-736A-12H-2-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 119 | platform: Ship, Joides Resolution",11
828,IEESB009O,IEESB | 74-B21tca | Terrestrial Section | Soil Layer | depth 6-14 centimeter | Kane Fans | USGS 1590 Series | Soil Chronosequence,13
17135,NHB007RIK,NHB | NMNH M25508-00 (MIN) | | Mineral>Thomsonite | Drain | Thomsonite,5
13902,ODP02B1R3,"ODP | Sample 154-926B-4H-2 (60-62 cm.) | Individual Sample | Janus sample_id: 963397 | ODP Leg 154 | platform: Ship, Joides Resolution",11
351,IENEB004L,IENEB | T2 June 2016 | Other | collection: In-drain autosampler. Samples were collected with ISCO autosamplers in multi-hour intervals through storm events. Sediment was isolated using glass fiber filters. | Fine-grained sediment_ light to dark brown | stream | Clear Creek | tile drain suspended sediment | For organic geochemical analyses,9
17061,ODP028OYP,"ODP | Sample 146-892D-10X-3 (145-150 cm.) | Individual Sample | Janus sample_id: 852360 | ODP Leg 146 | platform: Ship, Joides Resolution",11
14461,NHB001P17,NMNH 166920-00 (MIN) | | Mineral>Keyite  |  Tsumeb | Keyite with adamite and cuprite,5
6913,NEON067DR,NEO | [ 935585 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Bulk unsorted macroinvertebrates collected as part of the first and third three annual NEON benthic macroinvertebrate sampling events. Oligochaetes and chironomids have been removed. Archived in 70-95% ethanol. | Bulk Aquatic Macroinvertebrates,7
6699,NEON05RVM,NEO | [ 908625 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Bulk unsorted invertebrate bycatch collected in a pitfall trap deployed for approximatately 2 weeks as per the NEON carabid sampling protocol Carabids and vertebrates have been removed. Remaining samples are archived in 95% ethanol and pooled across traps from the same plot and sampling dates. | Bulk Terrestrial Invertebrates,7
11733,NHB002CT5,NHB | NMNH C2340-00 (MIN) | | Mineral>Albite  |  Zillertal (Valley); Greiner | Albite (var. pericline),5
9029,IEBEG1MVI,IEBEG | V08577 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-46 Ft. | Oil or gas exploration,6
9895,ODP02KA3U,"ODP | Sample 168-1025C-1R-2 (53-56 cm.) | Individual Sample | Janus sample_id: 1217441 | ODP Leg 168 | platform: Ship, Joides Resolution",11
11193,ODP02NENX,"ODP | Sample 175-1082A-27X-1 (95-97 cm.) | Individual Sample | Janus sample_id: 84965 | ODP Leg 175 | platform: Ship, Joides Resolution",11
16956,NHB000RE6,NHB | NMNH 122942-00 (MIN) | | Mineral>Hectorite  |  Hector | Hectorite,5
6872,IEKN223SQ125,IEKN2 | KN223_S10_LC1_S12_0_10_IWSQ | Liquid | | collection: Long Piston Core. Sqeezer extracted sediment porewater |  Abyssal Hill Province | KN223,3
18906,NHB007922,NHB | NMNH 117688-5 (REF) | Individual Sample  |  Steel,0
8373,IEBEG14QR,IEBEG | R40967 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 40-3290 Ft. | Oil or gas exploration,10
16486,PRR013905,PRR-13905 | | Rock>Igneous | Large grained rock | Cox Peaks | Granodiorite,10
17464,ODP02A3AZ,"ODP | Sample 151-909C-68R-3 (53-57 cm.) | Individual Sample | Janus sample_id: 908277 | ODP Leg 151 | platform: Ship, Joides Resolution",11
2862,NEON00VQX,NEO | HARV_005.W.20150625.SPHSTE3.01 [ 258974 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of Carabid adults collected from a beetle trap | SPHSTE3 (Weber_ 1801),7
2346,ODP01850G,"ODP | Section Half 87-584*-90R-1-A | Core Section Half | DSDP Leg 87 | platform: Ship, Glomar Challenger",11
12014,ODP021HGL,"ODP | Sample 127-794A-8H-3 (100-101 cm.) | Individual Sample | Janus sample_id: 418809 | ODP Leg 127 | platform: Ship, Joides Resolution",11
7231,DSR000KDA,DSR | LWB4-01GC_86cm | Core Piece | 8 | g | depth 86-87 cm | Changes in Hudson River Sediments Due to Invasion of Zebra Mussels in 1991/1737,12
16429,NHB0038OG,NHB | NMNH R2182-01 (MIN) | | Mineral>Goethite  |  Goethite with marcasite,5
7476,ODP027CT5,"ODP | Sample 145-882A-6H-5 (83-84 cm.) | Individual Sample | Janus sample_id: 773667 | ODP Leg 145 | platform: Ship, Joides Resolution",11
13092,ODP02QA24,"ODP | Sample 180-1114A-28R-1 (5-7 cm.) | Individual Sample | Janus sample_id: 123914 | ODP Leg 180 | platform: Ship, Joides Resolution",11
8916,ODP01R51W,"ODP | Sample 77-536*-9R-5 (139-140 cm.) | Individual Sample | Janus sample_id: 10002758 | DSDP Leg 77 | platform: Ship, Glomar Challenger",11
16683,ODP02POSY,"ODP | Sample 177-1094D-7H-1 (136-138 cm.) | Individual Sample | Janus sample_id: 135782 | ODP Leg 177 | platform: Ship, Joides Resolution",11
8394,ODP01QBQ0,"ODP | Section Half 306-1314C-3H-2-A | Core Section Half | ODP Leg 306 | platform: Ship, Joides Resolution",11
5908,IEBEG1PF2,IEBEG | V06237 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well_ API number 423550235500. | depth 3500-4848 Ft. | Oil or gas exploration,10
17438,NHB002Y2P,NMNH M10656-00 (MIN) | | Mineral>Mimetite  |  Broken Hill | Mimetite,5
6950,ODP01BLI7,"ODP | Section 120-751A-6H-7 | Core Section | ODP Leg 120 | platform: Ship, Joides Resolution",11
7247,IERVTL1CJ,IERVT | 540 | | equilibration 40 ml water_ 20 ml atmosphere | depth 60-60 cm | floodplain_ aquifer | SLAC-SFA | 2018 inundation tracer tests,2
6301,DSR000BHQ,DSR | MGL1208-17PC_538cm | Core Piece | collection: Coring>PistonCorer. Discreet sample from a  Core | 3 | cc | depth 538-539 cm | High resolution U-series,12
19625,IEAEM00YX,FS-53-plant-observation | | field observation,14
7202,ODP026SJK,"ODP | Sample 143-865A-86R-3 (68-69 cm.) | Individual Sample | Janus sample_id: 724721 | ODP Leg 143 | platform: Ship, Joides Resolution",11
13308,ODP028UZW,"ODP | Sample 149-900A-6R-6 (63-65 cm.) | Individual Sample | Janus sample_id: 879033 | ODP Leg 149 | platform: Ship, Joides Resolution",11
5282,ODP017YZ5,"ODP | SubSection 85-575B-2H-8-1C (0-6 cm.) | Core Sub-Piece | Core | DSDP Leg 85 | platform: Ship, Glomar Challenger",11
8784,ODP01QZM0,"ODP | Sample 73-522*-2H-3 (97-98 cm.) | Individual Sample | Janus sample_id: 1314200 | DSDP Leg 73 | platform: Ship, Glomar Challenger",11
1962,ODP0133GR,"ODP | SubSection 27-262*-19R-7-1C (0-0 cm.) | Core Sub-Piece | Core | DSDP Leg 27 | platform: Ship, Glomar Challenger",11
7539,ARF000EXR,ARF | NBP94-07 026 PC 0024-0025 cm | Core Sub-Piece | 5 | cm | depth 24-25 cm | Ross Sea | NBP94-07 | platform: Ship_ Nathaniel B Palmer,12
3474,ODP01006A,"ODP | Core 49-410*-28R | Core | collection: Coring. R: The RCB is designed to recover core samples from medium to hard formations.  The RCB relies on rotation of the drill string to advance the hole and cut the core.  The core bit trims the sample. | DSDP Leg 49 | platform: Ship, Glomar Challenger",10
14622,NHB000P2O,NHB | NMNH 119985-00 (MIN) | | Mineral>Tremolite  |  Wilberforce | Chrome-tremolite,5
7739,ODP027VGR,"ODP | Sample 145-883B-73X-1 (131-132 cm.) | Individual Sample | Janus sample_id: 762169 | ODP Leg 145 | platform: Ship, Joides Resolution",11
16656,ODP02PMIJ,"ODP | Sample 177-1090D-22H-5 (56-58 cm.) | Individual Sample | Janus sample_id: 34393 | ODP Leg 177 | platform: Ship, Joides Resolution",11
4724,IEBEG011S,IEBEG | C01565 | Core | This is a sample of type CORE SAMPLE PIECES from an oil or gas well_ API number 423250174600. | depth 4794-4761 Ft. | Oil or Gas Field | Oil and gas exploration,10
1870,NEON018P8,NEO | SRER.20180717.256494.F [ 297941 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Fecal sample collected from a small mammal and frozen at -80 degrees Celsius | Chaetodipus penicillatus Woodhouse,7
4548,NEON00AJ8,NEO | NEON.BET.D06.000151 [ 318407 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Dicaelus sculptilis Say_ 1823,7
15513,NHB005ZDG,NHB | NMNH 113670-1052 (PET) | | Rock>Igneous  |  75 Mi Se Of Rawhide | Gabbro,10
10305,ODP02LLTA,"ODP | Sample 172-1054A-15X-4 (75-77 cm.) | Individual Sample | Janus sample_id: 37656 | ODP Leg 172 | platform: Ship, Joides Resolution",11
1034,DSR000RDF,DSR | MGL1208-29MC01_8.5cm | Core Piece | 5 | depth 8.5-9 cm | Alkenone geochemistry of the Line Islands,12
9955,ODP02KNFY,"ODP | Sample 170-1042A-7R-2 (88-90 cm.) | Individual Sample | Janus sample_id: 1232820 | ODP Leg 170 | platform: Ship, Joides Resolution",11
4230,NEON02EYU,NEO | JERC.20180913.R3411.H [ 731628 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Hair sample collected from a small mammal for potential isotopic analyses,7
7103,ODP026L3N,"ODP | Sample 140-504B-209R-1 (114-116 cm.) | Individual Sample | Janus sample_id: 446305 | ODP Leg 140 | platform: Ship, Joides Resolution",11
15804,ODP01RUFV,"ODP | Sample 101-627B-27X-5 (30-32 cm.) | Individual Sample | Janus sample_id: 10059 | ODP Leg 101 | platform: Ship, Joides Resolution",11
17828,HRV0017M7,HRV | 102743 | | Mineral>Quartz | Variety: amethyst;   purple;  ,5
11331,ODP01YA9K,"ODP | Sample 118-735B-58R-3 (115-125 cm.) | Individual Sample | SLAB;  Janus sample_id: 297421 | ODP Leg 118 | platform: Ship, Joides Resolution",10
19325,ODP02NT06,"ODP | Sample 175-1085A-45X-5 (132-134 cm.) | Individual Sample | Janus sample_id: 21403 | ODP Leg 175 | platform: Ship, Joides Resolution",11
19810,ODP032TL8,"ODP | Sample 210-1276A-31R-5 (18-20 cm.) | Individual Sample | Janus sample_id: 1555515 | ODP Leg 210 | platform: Ship, Joides Resolution",11
2277,NEON034WY,NEO | MLBS.20180619.R2231.B [ 786706 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Blood sample collected from a small mammal for pathogen analyses | Peromyscus leucopus (Rafinesque_ 1818),7
17567,ODP02AABW,"ODP | Sample 152-918A-9H-4 (91-92 cm.) | Individual Sample | Janus sample_id: 923386 | ODP Leg 152 | platform: Ship, Joides Resolution",11
16581,NHB006AG5,NHB | NMNH 115598 (PET) | | Mineral>Barite | Mine | Rossi Mine  |  Baryte,5
13762,NHB002W5R,NHB | NMNH M8175-00 (MIN) | | Mineral>Hessite | Mine | Mayday Mine  |  Hessite with gold,5
2766,IENWU0217,IENWU | SayFldpln2b | Culture | | 0.002 | kg | Sediment>Microbiology | Freshwater sediment | bank | Upper Sangamon river basin | Sediment | IML Critical Zone Observatory (CZO) | Microbial communities analysis,12
8840,IEBEG0NMC,IEBEG | V00406 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-300 Ft. | Oil or gas exploration,6
9901,ODP01SOHZ,"ODP | Sample 105-647A-46R-2 (60-61 cm.) | Individual Sample | Janus sample_id: 529303 | ODP Leg 105 | platform: Ship, Joides Resolution",11
8523,IEBEG1164,IEBEG | R30759 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 20-280 Ft. | Oil or gas exploration,10
3616,NEON001QV,NEO | MOS.D11.000212 [ 265191 ] | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | List of individual mosquitoes preserved as vouchers | Psorophora columbiae (Dyar & Knab_ 1906),7
11853,ODP014QTD,"ODP | Section Half 47-398D-47R-2-W | Core Section Half | DSDP Leg 47 | platform: Ship, Glomar Challenger",11
9440,NHB005QZR,NHB | NMNH 112648-5 (PET) | | Volcano | Soufri̬re St. Vincent  |  Locality Key: Soufriere Of St Vincent | Pottery fragments,8
15391,NHB0085Q9,NHB | NMNH M31907-00 (MIN) | | Mineral>Zinkenite  |  Zinkenite with franklinite,5
3776,NEON01N1Y,NEO | BART_005-O-33-0.5-20181001-GA5 [ 270004 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 5 for microbial sequencing analyses,13
8596,IEBEG1NZQ,IEBEG | V04254 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 0-4370 Ft. | Oil or gas exploration,6
1297,NEON07Q60,"NEO | [ 1017221 ] | Biology>Macrobiology | Psorophora signipennis (Coquillett, 1904) | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Single-species bulk mosquito sample collected as part of the NEON CO2 mosquito trapping protocol conducted every 2-4 weeks for 2 nights. Archived in liquid nitrogen.",7
7319,ODP01C2S5,"ODP | Section Half 124-772A-16X-2-W | Core Section Half | ODP Leg 124 | platform: Ship, Joides Resolution",11
4168,MJC0000RP,MJC | CR-ret2a | | Rock>Igneous>Volcanic | Volcano | Arenal | tephra | Not Applicable | platform: Not Applicable_ Not Applicable | Not Applicable | launch: Not Applicable_ 6 | Not Applicable,11
1027,NEON038LI,NEO | TALL.1.60.LIVE.<2MM [ 478815 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Roots originating from a particular depth increment and sorted by size and live/dead status and sent to an archive facility | Belowground Plant Biomass,7
6714,NEON02QB2,NEO | DSNY_044-M-20160712-COMP-DNA3 [ 741907 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Soil DNA extraction sample,13
11147,ODP02NCRC,"ODP | Sample 175-1082A-8H-6 (53-55 cm.) | Individual Sample | Janus sample_id: 13692 | ODP Leg 175 | platform: Ship, Joides Resolution",11
606,PRR001537,PRR | PRR-01537 | | Rock>Igneous | Era: Mesozoic; Period: Cretaceous;  | Ellsworth Land | Most seaward group.  Four outcrops of coarse_ gray_ biotite_ amphibole granite (adamellite?) containing conspicuous inclusions of dioritic rock; inclusions are rounded and range in size from 2-10' in diameter | adamellite?,10
18870,ODP02LBS6,"ODP | Sample 171-1051B-61X-3 (77-78 cm.) | Individual Sample | Janus sample_id: 130208 | ODP Leg 171 | platform: Ship, Joides Resolution",11
2386,ODP01892B,"ODP | SubSection 89-586A-13H-5-1C (0-113 cm.) | Core Sub-Piece | Core | DSDP Leg 89 | platform: Ship, Glomar Challenger",11
10919,ODP02MYNK,"ODP | Sample 174-1072G-218M-1 (84-85 cm.) | Individual Sample | razor? clam;  Janus sample_id: 20006721 | ODP Leg 174 | platform: Ship, Joides Resolution",1
14253,NHB002P7V,NHB | NMNH G11302-00 (MIN) | Mineral>Quartz | Quartz with jasper | Individual Sample ,5
1006,NEON0370N,NEO | CPER.2.90.LIVE.<2MM [ 477466 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Roots originating from a particular depth increment and sorted by size and live/dead status and sent to an archive facility | Belowground Plant Biomass,7
4229,NEON02F0G,NEO | JERC.20180911.L0182.H [ 731686 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Hair sample collected from a small mammal for potential isotopic analyses,7
12266,ODP022B8V,"ODP | Sample 129-801C-4R-1 (44-46 cm.) | Individual Sample | Janus sample_id: 413147 | ODP Leg 129 | platform: Ship, Joides Resolution",11
4921,NEON03BQX,NEO | UNDE.2019.22.AEDSPP.M.A.01 [ 788282 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | List of vials containing mosquitoes sent to archive facility,7
7268,NHB007GEU,NMNH 117894-8 (PET) | | Rock>Igneous | Ocean | Atlantic Ocean | Basalt glass | Deep Sea Drilling Project | platform: Ship_ Glomar Challenger,10
13526,ODP029UNM,"ODP | Sample 151-912A-11X-2 (50-51 cm.) | Individual Sample | Janus sample_id: 912597 | ODP Leg 151 | platform: Ship, Joides Resolution",11
8294,MGD0004E4,MGD | nbp090800701_4 | | geologicage: Not Applicable | Sea | Antarctica:DrakePassage | NBP0908 | platform: Ship_ Nathaniel B. Palmer,3
10512,NHB001PJE,NMNH 167561-00 (MIN) | | Mineral>Apophyllite | Mine | Goose Creek Quarry  |  Leesburg | Apophyllite with prehnite,5
5665,ODP01KCE0,"ODP | SubSection 175-1081A-38X-3-1C (0-104 cm.) | Core Sub-Piece | Core | ODP Leg 175 | platform: Ship, Joides Resolution",11
19661,IEAEM00YI,P-39-plant-observation | | field observation,14
20012,CNRS0000002403,CNR | EDUL_DR64_1_04 | Dredge | Rock>Igneous>Plutonic>Ultramafic | mid-ocean ridge | South West Indian Ridge | serpentinized harzburgite | EDUL,10
14361,ODP01EJTK,"ODP | Section Half 143-865C-12H-1-A | Core Section Half | ODP Leg 143 | platform: Ship, Joides Resolution",11
8214,IEBEG1QC6,IEBEG | R48060 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 820-2910 Ft. | Oil or gas exploration,10
6145,IELND002Y,IELND | 2015_XRF_survey197 | Other | collection: In-situ. Sample analyzed in-situ by portable X-ray fluorescence | in-situ surface soil sample | Soil survey,14
4420,NEON07JZG,NEO | [ 1004122 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Aqueous whole genomic DNA from a single tick nymph collected as part of the NEON tick sampling protocol. Used for pathogen testing and archived at -80 degrees C. | Borrelia miyamotoi,7
11535,ODP02NUV5,"ODP | Sample 175-1085A-59X-4 (2-4 cm.) | Individual Sample | Janus sample_id: 23087 | ODP Leg 175 | platform: Ship, Joides Resolution",11
19751,CPR0001EC,CPR | N1 | Core | sediment in flood area,12
11146,ODP01VLLQ,"ODP | Sample 113-690B-18H-6 (74-76 cm.) | Individual Sample | Sample code changed from PM to PMAG;  Janus sample_id: 537155 | ODP Leg 113 | platform: Ship, Joides Resolution",11
2549,NEON00WL2,NEO | BART_025.S.20170920.SYNIMP.01 [ 276282 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of Carabid adults collected from a beetle trap | Synuchus impunctatus (Say_ 1823),7
13196,NHB0029CC,NHB | NMNH B20452-00 (MIN) | | Mineral>Neptunite  |  Neptunite with joaquinite and benitoite,5
503,NHB005XEY,NMNH 113602-178 (PET) | | Marquette Iron Range | Eyeballed the bounding box for the Marquette Iron Rangefrom a map titled 'The Iron Ranges of the Lake Superior Region' (https://en.wikipedia.org/wiki/Marquette_Iron_Range). Mindat gives similar coordinates for this locality (https://www.mindat.org/loc-125421.html). | Unidentified,4
15931,ODP02XCDW,"ODP | Sample 198-1211C-8H-4 (74-76 cm.) | Individual Sample | Janus sample_id: 1449811 | ODP Leg 198 | platform: Ship, Joides Resolution",11
12882,ODP0169B4,"ODP | Section Half 66-493*-10R-3-A | Core Section Half | DSDP Leg 66 | platform: Ship, Glomar Challenger",11
14396,NHB001FEN,NHB | NMNH 154476-00 (MIN) | | Mineral>Fluorapophyllite  |  Poona | Fluorapophyllite,5
4387,NEON01L93,NEO | UKFS_044-M-9-29-20181029-GA1 [ 253875 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 1 for microbial sequencing analyses,13
2312,DSR000GTY,DSR | KNR158-4-09GGC_98.5cm | Core Piece | collection: Coring>GravityCorer. Discrete sample from a  Core | 2 | cc | Archive half | depth 98.5-99 cm | Reconstructing Holocene AMOC variability using temperature fingerprints,12
